Unique ID,Q1 - Which Title Best Fits your Current Role?,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
62a4b23f5d257a28a30f6b8c,Data Engineer,Yes,106k-125k,Tech,Python,4,4,4,4,5,6,Neither easy nor difficult,Good Work/Life Balance,Male,25,India,Masters,Asian or Asian American
62a4b29a5d257a28a30f6c63,Data Analyst,Yes,41k-65k,Healthcare,R,4,5,6,6,5,6,Neither easy nor difficult,Better Salary,Female,33,United States,High School,White or Caucasian
62a4b2e5f8f75616458712af,Other (Please Specify):Senior Business Analyst,No,0-40k,Other (Please Specify):Ecommerce,Other:Sql,6,3,3,6,6,4,Very Easy,Other (Please Specify):Learning new skills,Male,33,India,Bachelors,Asian or Asian American
62a4b6c30a77c1a77f67b54c,Data Analyst,Yes,86k-105k,Healthcare,R,7,8,7,8,3,4,Easy,Good Culture,Male,27,United States,Bachelors,White or Caucasian
62a4bf07b4da29969c64e4f8,Data Analyst,Yes,106k-125k,Tech,Python,9,9,9,8,8,9,Difficult,Remote Work,Female,28,United States,Masters,Hispanic or Latino
62a4bf3a0a77c1a77f67bef2,Data Analyst,Yes,66k-85k,Tech,Python,5,6,7,6,6,7,Very Easy,Better Salary,Male,32,United States,Bachelors,Hispanic or Latino
62a4c49a575fa3a5ae8aadf4,Data Analyst,Yes,0-40k,Tech,Python,2,6,3,6,6,7,Neither easy nor difficult,Better Salary,Male,35,India,Masters,Asian or Asian American
62a4c57af3072dd8926421ac,Data Analyst,Yes,86k-105k,Real Estate,Python,8,9,10,10,9,10,Neither easy nor difficult,Good Culture,Male,34,United States,Masters,Hispanic or Latino
62a4c6060a77c1a77f67c772,Data Analyst,No,41k-65k,Other (Please Specify):Electronics,Python,9,8,3,5,2,4,Easy,Better Salary,Male,27,Other (Please Specify):Germany,Masters,White or Caucasian
62a4c7d0f8f7561645872912,Other (Please Specify):Data Coordinator,Yes,66k-85k,Education,R,4,5,5,3,3,4,Easy,Good Culture,Female,30,United States,Masters,White or Caucasian
62a4cdfad8c00e9f541bdc6b,Data Analyst,No,66k-85k,Other (Please Specify):Logistics and warehousing,Python,8,9,9,9,9,10,Neither easy nor difficult,Better Salary,Male,34,United States,Masters,White or Caucasian
62a4ce2bbae91e4b8b84f3db,Other (Please Specify):Student working as a data analyst intern ,No,41k-65k,Other (Please Specify):Utilities,Python,3,10,6,5,7,8,Neither easy nor difficult,Remote Work,Female,22,United States,Bachelors,White or Caucasian
62a4cffeb4da29969c64f6a1,Data Analyst,Yes,0-40k,Finance,Python,2,2,5,5,2,3,Very Difficult,Good Work/Life Balance,Female,33,India,Masters,Asian or Asian American
62a4d08bf3072dd892642d2c,Data Analyst,No,0-40k,Finance,Python,8,9,9,9,9,9,Neither easy nor difficult,Better Salary,Female,26,India,Masters,Asian or Asian American
62a4d13bbae91e4b8b84f89b,Data Engineer,Yes,0-40k,Tech,Python,0,5,8,6,5,7,Neither easy nor difficult,Better Salary,Male,28,Other (Please Specify):Argentina,Bachelors,Hispanic or Latino
62a4d74c5d257a28a30f97fc,Other (Please Specify):Driver,No,0-40k,Other (Please Specify):Public transport,Python,2,2,7,4,8,1,Difficult,Remote Work,Male,42,United Kingdom,Bachelors,Other (Please Specify):Bla
62a4d7f6bae91e4b8b84ffed,Data Analyst,No,0-40k,Other (Please Specify):Urbanism,R,4,10,2,3,2,3,Neither easy nor difficult,Better Salary,Male,30,Other (Please Specify):Morocco,Masters,Other (Please Specify):Moroccan
62a4d9d4bae91e4b8b8501f1,Data Scientist,Yes,106k-125k,Tech,Other:Sql,10,9,8,8,9,10,Difficult,Better Salary,Male,25,United States,Associates,White or Caucasian
62a4dd63f408bae018ef4e51,Data Analyst,Yes,41k-65k,Construction,Python,4,6,6,6,5,7,Easy,Better Salary,Male,32,United States,Bachelors,Black or African American
62a4e34d7dc029e2d66e10b9,Data Analyst,No,0-40k,Tech,Python,3,4,5,5,6,6,Neither easy nor difficult,Better Salary,Male,31,Other (Please Specify):Germany,Masters,Asian or Asian American
62a4e4c90f8c8599d5b13d8f,Data Analyst,Yes,150k-225k,Education,Python,8,7,5,4,7,7,Easy,Remote Work,Male,30,Other (Please Specify):UAE,High School,White or Caucasian
62a4e5aed8c00e9f541bf48c,Student/Looking/None,Yes,0-40k,Other (Please Specify):Reta,Python,0,6,6,2,0,3,Neither easy nor difficult,Better Salary,Male,23,Canada,Bachelors,Asian or Asian American
62a4f6eef3072dd892645775,Other (Please Specify):Data manager,No,66k-85k,Education,R,7,7,6,7,6,6,Easy,Remote Work,Female,31,United Kingdom,Bachelors,White or Caucasian
62a4fe370f8c8599d5b158c4,Data Analyst,No,41k-65k,Other (Please Specify):Avia,Python,7,5,9,9,4,9,Neither easy nor difficult,Good Work/Life Balance,Female,29,Other (Please Specify):Fin,Masters,Black or African American
62a5008c5d257a28a30fbde5,Data Analyst,Yes,0-40k,Tech,Python,5,4,4,5,7,10,Neither easy nor difficult,Remote Work,Male,24,Other (Please Specify):Nigeria,Bachelors,Other (Please Specify):African
62a5038acec54911e9cc9526,Other (Please Specify):GIS Analyst ,No,41k-65k,Other (Please Specify):State,Python,2,7,6,5,6,4,Neither easy nor difficult,Better Salary,Male,36,United States,Masters,Asian or Asian American
62a50775f8f756164587677b,Data Analyst,Yes,41k-65k,Real Estate,R,4,6,6,6,6,6,Difficult,Remote Work,Female,32,United States,Masters,White or Caucasian
62a50eddf8d5efcc22fa1a4e,Other (Please Specify):Business Analyst,Yes,86k-105k,Healthcare,Python,8,9,7,7,7,9,Difficult,Remote Work,Female,36,United States,Bachelors,White or Caucasian
62a511acbc6861bf3179178a,Data Engineer,No,106k-125k,Healthcare,Other:SQL,8,6,5,2,3,2,Easy,Better Salary,Male,30,United States,Bachelors,White or Caucasian
62a5177d18134ddc75d0e9d8,Student/Looking/None,Yes,0-40k,Other (Please Specify):Looking for job,R,0,2,2,3,3,4,Neither easy nor difficult,Good Work/Life Balance,Male,42,Other (Please Specify):Sudan,Masters,Black or African American
62a51aaacec54911e9cca93b,Data Analyst,Yes,86k-105k,Healthcare,Other:DAX,6,6,6,5,4,4,Easy,Remote Work,Male,53,Other (Please Specify):Austr,PhD,White or Caucasian
62a51dc6575fa3a5ae8b09f3,Data Analyst,No,0-40k,Finance,Python,1,7,4,10,10,10,Neither easy nor difficult,Better Salary,Male,25,Other (Please Specify):Kenya,High School,Other (Please Specify):Indian 
62a51fe0575fa3a5ae8b0c06,Data Analyst,No,0-40k,Healthcare,Python,1,5,4,6,5,6,Neither easy nor difficult,Better Salary,Male,23,Other (Please Specify):Leba,Bachelors,White or Caucasian
62a525aff8f75616458784dd,Data Analyst,Yes,0-40k,Agriculture,Python,2,1,3,3,3,4,Difficult,Better Salary,Male,36,Other (Please Specify):Saudi Arabia,Bachelors,Other (Please Specify):Arab 
62a52629b4da29969c654a94,Data Analyst,Yes,41k-65k,Healthcare,Other:Sql &  plsql,,,,,,6,Easy,Good Work/Life Balance,Male,32,Other (Please Specify):United Arab Emirates ,Bachelors,Other (Please Specify):Sudanese African 
62a52725d8c00e9f541c3b4a,Data Analyst,No,86k-105k,Finance,Python,3,6,4,2,2,3,Difficult,Other (Please Specify):Challenging / exciting problems,Male,25,United States,Masters,Hispanic or Latino
62a5390cb4da29969c655ccc,Data Engineer,Yes,41k-65k,Tech,Python,4,4,3,4,4,5,Neither easy nor difficult,Remote Work,Female,35,United Kingdom,Masters,Asian or Asian American
62a53bc0bc6861bf31793947,Data Analyst,Yes,66k-85k,Other (Please Specify):Sensors,R,3,4,4,5,4,4,Very Easy,Better Salary,Male,26,United States,Bachelors,White or Caucasian
62a53c84f3072dd8926495c9,Student/Looking/None,No,0-40k,Tech,Python,2,7,9,7,3,3,Difficult,Remote Work,Male,22,United States,Bachelors,White or Caucasian
62a54bccf3072dd89264a13b,Data Scientist,Yes,86k-105k,Other (Please Specify):Automotive,Python,6,8,10,9,6,8,Neither easy nor difficult,Better Salary,Male,30,Canada,Masters,Asian or Asian American
62a54f20d8c00e9f541c5cfa,Data Analyst,Yes,66k-85k,Other (Please Specify):Supply Chain,Python,2,8,6,1,8,10,Neither easy nor difficult,Better Salary,Male,36,United States,Masters,White or Caucasian
62a552e1cf2555431732922d,Data Analyst,Yes,66k-85k,Healthcare,R,4,4,5,5,4,6,Neither easy nor difficult,Other (Please Specify):All of the above,Female,30,United States,Masters,White or Caucasian
62a557d10f8c8599d5b1a81c,Data Scientist,Yes,106k-125k,Finance,Python,9,8,10,10,10,10,Difficult,Remote Work,Male,29,United States,Bachelors,Asian or Asian American
62a55b05f8d5efcc22fa5b65,Other (Please Specify):Business Intelligence Analyst,Yes,66k-85k,Other (Please Specify):Professional Services,R,8,10,10,7,8,5,Difficult,Other (Please Specify):Data Maturity,Male,30,United States,Masters,White or Caucasian
62a55fe1f8d5efcc22fa5fe4,Data Engineer,No,41k-65k,Finance,Python,0,6,6,6,6,6,Very Easy,Better Salary,Male,24,United States,Bachelors,Black or African American
62a56bc67dc029e2d66e86c0,Data Engineer,Yes,225k+,Tech,Other:Sql,3,3,4,4,3,5,Neither easy nor difficult,Better Salary,Male,33,United States,Bachelors,Asian or Asian American
62a57116f408bae018efd56a,Data Analyst,No,106k-125k,Other (Please Specify):Food and bece,Python,10,10,10,10,10,6,Easy,Better Salary,Female,42,United States,Bachelors,White or Caucasian
62a57263cec54911e9ccf648,Data Analyst,Yes,41k-65k,Healthcare,Python,1,10,10,8,10,3,Neither easy nor difficult,Better Salary,Female,36,United States,Bachelors,White or Caucasian
62a574b3b4da29969c658eb4,Data Analyst,Yes,41k-65k,Other (Please Specify):Research (non-clincial),Python,2,3,7,6,5,6,Neither easy nor difficult,Better Salary,Male,27,United States,Bachelors,White or Caucasian
62a58b267dc029e2d66ea3f8,Data Analyst,No,0-40k,Tech,Python,8,7,8,7,7,9,Easy,Other (Please Specify):Opportunity to learn,Female,21,India,Bachelors,Asian or Asian American
62a58d20575fa3a5ae8b6969,Data Analyst,Yes,41k-65k,Healthcare,Python,8,5,8,8,5,10,Difficult,Remote Work,Female,34,Other (Please Specify):Israel,Masters,White or Caucasian
62a58faf2e54c9003e55ef2e,Student/Looking/None,No,0-40k,Education,Python,2,5,5,5,2,4,Difficult,Better Salary,Male,27,Other (Please Specify):Netherlands,Bachelors,White or Caucasian
62a5998fbc6861bf31798ef0,Other (Please Specify):BI consultant ,Yes,0-40k,Tech,Python,7,8,8,8,8,7,Neither easy nor difficult,Good Culture,Male,27,Other (Please Specify):France,Masters,White or Caucasian
62a59cd2cec54911e9cd251a,Student/Looking/None,No,0-40k,Education,R,1,1,2,1,0,3,Neither easy nor difficult,Good Work/Life Balance,Male,30,Other (Please Specify):Kenya,Associates,Other (Please Specify):African 
62a59d007dc029e2d66eb8f9,Data Analyst,Yes,66k-85k,Other (Please Specify):Gover,Other:SQL,2,0,0,0,0,2,Difficult,Better Salary,Female,33,United States,Bachelors,White or Caucasian
62a5a124cec54911e9cd29f5,Data Analyst,Yes,86k-105k,Finance,Python,3,3,4,4,4,4,Difficult,Good Culture,Male,47,India,Masters,American Indian or Alaska Native
62a5a44b24a26260273af0fc,Data Analyst,Yes,66k-85k,Other (Please Specify):Retail,Other:SQL,4,5,4,5,4,4,Difficult,Other (Please Specify):Better work & remote salary,Male,27,United States,Masters,Asian or Asian American
62a5a931cec54911e9cd3333,Data Analyst,No,0-40k,Healthcare,Python,6,7,8,7,6,7,Neither easy nor difficult,Better Salary,Male,26,India,Bachelors,Asian or Asian American
62a5bea05d257a28a3106f7e,Data Analyst,No,0-40k,Finance,Python,2,3,2,5,5,6,Neither easy nor difficult,Remote Work,Female,35,India,Masters,Asian or Asian American
62a5c571575fa3a5ae8baaa1,Data Analyst,Yes,86k-105k,Education,Python,0,1,1,0,0,0,Neither easy nor difficult,Good Culture,Male,31,United States,Masters,Hispanic or Latino
62a5cb12cf25554317330d69,Data Analyst,Yes,0-40k,Education,Python,2,1,2,3,4,3,Difficult,Remote Work,Male,25,Other (Please Specify):Zambia,Bachelors,Black or African American
62a5cba2575fa3a5ae8bb122,Data Engineer,Yes,66k-85k,Real Estate,Python,3,10,8,8,10,10,Easy,Remote Work,Male,27,United States,Bachelors,White or Caucasian
62a5d350f3072dd892652c70,Data Analyst,Yes,41k-65k,Tech,Python,5,8,3,2,4,8,Neither easy nor difficult,Good Culture,Male,32,Other (Please Specify):Netherlands,Bachelors,White or Caucasian
62a5db29cf2555431733248f,Student/Looking/None,Yes,0-40k,Real Estate,Python,0,3,3,3,3,6,Difficult,Good Work/Life Balance,Male,47,Other (Please Specify):Portugal,Bachelors,White or Caucasian
62a5e69f24a26260273b42bf,Other (Please Specify):DBA,No,66k-85k,Finance,Python,0,10,10,5,0,0,Neither easy nor difficult,Good Work/Life Balance,Female,30,United States,Masters,Asian or Asian American
62a5ea667dc029e2d66f153d,Data Analyst,Yes,106k-125k,Other (Please Specify):Defense,Python,8,6,6,7,9,10,Easy,Better Salary,Female,35,United States,Masters,Black or African American
62a5ebe05d257a28a310ac53,Data Analyst,Yes,41k-65k,Finance,Python,6,9,5,7,8,9,Difficult,Remote Work,Male,25,United States,High School,Hispanic or Latino
62a5edb2575fa3a5ae8bdba5,Other (Please Specify):Data Steward,No,66k-85k,Other (Please Specify):Foodservice,Python,3,6,6,6,6,6,Neither easy nor difficult,Better Salary,Male,27,United States,Bachelors,White or Caucasian
62a5edba0a77c1a77f68f1b5,Data Analyst,Yes,41k-65k,Healthcare,R,1,5,3,3,6,5,Difficult,Remote Work,Female,27,United States,Masters,Black or African American
62a5f332bc6861bf3179f631,Student/Looking/None,No,0-40k,Other (Please Specify):Data insights company,Python,1,8,8,1,3,7,Very Easy,Better Salary,Female,23,India,Masters,Asian or Asian American
62a5f872bae91e4b8b861e53,Data Scientist,No,41k-65k,Other (Please Specify):Manuf,Python,9,10,10,10,10,10,Neither easy nor difficult,Good Culture,Male,18,United States,Bachelors,White or Caucasian
62a609b8f8f75616458875b7,Data Analyst,Yes,0-40k,Healthcare,Python,8,10,9,6,8,9,Easy,Remote Work,Female,28,Other (Please Specify):Costa Rica ,Masters,Hispanic or Latino
62a609c4bc6861bf317a10a3,Other (Please Specify):Analytics Manager,Yes,125k-150k,Healthcare,Python,7,6,8,8,8,7,Easy,Remote Work,Male,28,United States,Bachelors,White or Caucasian
62a61076f8f7561645887ded,Student/Looking/None,No,0-40k,Other (Please Specify):Not currently working,Python,0,0,0,0,0,0,Easy,Good Work/Life Balance,Female,26,United States,Bachelors,American Indian or Alaska Native
62a615fd18134ddc75d1f1fa,Student/Looking/None,No,0-40k,Education,Python,0,0,3,0,0,8,Difficult,Better Salary,Male,27,Other (Please Specify):ghana,Bachelors,Black or African American
62a617c30a77c1a77f6925fc,Data Analyst,No,41k-65k,Tech,Python,9,7,9,10,10,10,Neither easy nor difficult,Good Work/Life Balance,Female,22,India,Masters,Asian or Asian American
62a618a9d8c00e9f541d3537,Data Analyst,Yes,0-40k,Tech,R,0,8,7,6,3,9,Very Difficult,Better Salary,Male,27,United States,High School,White or Caucasian
62a61eb02e54c9003e5697f7,Data Engineer,Yes,0-40k,Other (Please Specify):Food and Beverages,Python,5,7,6,8,7,7,Neither easy nor difficult,Good Work/Life Balance,Male,28,India,Bachelors,Asian or Asian American
62a6246df3072dd892659218,Data Analyst,Yes,0-40k,Tech,Python,3,2,4,3,3,3,Neither easy nor difficult,Better Salary,Male,25,Other (Please Specify):Nigeria,High School,Black or African American
62a62a7124a26260273b94fa,Data Analyst,No,0-40k,Healthcare,Python,2,6,6,7,7,9,Difficult,Better Salary,Male,32,United Kingdom,Bachelors,Hispanic or Latino
62a631782e54c9003e56ac36,Student/Looking/None,Yes,0-40k,Finance,Other:SQL,7,9,10,10,3,4,Easy,Remote Work,Male,33,Other (Please Specify):Uruguay,Bachelors,White or Caucasian
62a633b4d8c00e9f541d54a4,Data Analyst,No,41k-65k,Other (Please Specify):Government Administration,Python,5,6,5,2,3,3,Easy,Remote Work,Male,23,Canada,Masters,Black or African American
62a639e05d257a28a3110ef5,Student/Looking/None,Yes,0-40k,Finance,R,4,5,4,4,5,6,Neither easy nor difficult,Remote Work,Female,40,Other (Please Specify):Nigeria,Bachelors,Black or African American
62a642690f8c8599d5b2ab37,Data Analyst,Yes,41k-65k,Other (Please Specify):Outsourcing ,Python,7,9,9,9,7,9,Easy,Better Salary,Female,28,United Kingdom,Bachelors,Asian or Asian American
62a64b4dd8c00e9f541d6d81,Data Analyst,No,0-40k,Real Estate,R,3,7,8,6,6,9,Difficult,Remote Work,Male,26,Other (Please Specify):Nigeria,High School,Black or African American
62a64c6ecf2555431733a7a4,Other (Please Specify):Technical consulta,Yes,0-40k,Tech,Python,3,5,5,4,3,2,Difficult,Better Salary,Female,24,India,Bachelors,Asian or Asian American
62a654165d257a28a3112ac9,"Other (Please Specify):Software Engineer, AI ",Yes,86k-105k,Finance,Python,7,5,5,8,8,8,Neither easy nor difficult,Remote Work,Female,40,United States,Associates,Other (Please Specify):Bi-racial people should be able to check 2 options in 2022. 
62a65618d8c00e9f541d783a,Data Analyst,Yes,66k-85k,Other (Please Specify):Consulting,Python,8,10,10,10,7,9,Neither easy nor difficult,Better Salary,Male,26,United States,Bachelors,Black or African American
62a65db824a26260273bc9ff,Data Scientist,Yes,41k-65k,Other (Please Specify):Cobsukting,Python,8,8,10,10,10,10,Easy,Good Culture,Female,44,United Kingdom,Bachelors,White or Caucasian
62a66558cf2555431733c0f9,Other (Please Specify):Systems configuration ,Yes,66k-85k,Other (Please Specify):Insurance ,Python,7,9,8,8,6,6,Neither easy nor difficult,Better Salary,Male,36,United States,Masters,White or Caucasian
62a6772c18134ddc75d25895,Other (Please Specify):Business Analyst ,Yes,0-40k,Other (Please Specify):Workforce ,Python,1,5,10,10,8,10,Neither easy nor difficult,Better Salary,Male,30,Other (Please Specify):Costa Rica,Bachelors,Hispanic or Latino
62a68f1e0a77c1a77f69a381,Other (Please Specify):Sales & marketing,Yes,0-40k,Other (Please Specify):General contractor,Python,3,3,3,2,2,2,Very Easy,Good Work/Life Balance,Male,48,Other (Please Specify):Indonesia,Masters,Other (Please Specify):Melayu
62a6a11a0a77c1a77f69b7cb,Data Analyst,Yes,41k-65k,Construction,Other:Php,1,4,1,2,2,3,Easy,Better Salary,Female,30,Canada,Masters,Asian or Asian American
62a6ac1524a26260273c1cd0,Other (Please Specify):RF Engineer,No,0-40k,Telecommunication,Python,3,8,8,5,3,5,Difficult,Better Salary,Male,28,India,Bachelors,Other (Please Specify):Dravidian
62a6b0790a77c1a77f69cb15,Other (Please Specify):Support Engineer,No,0-40k,Tech,Python,5,8,7,7,3,2,Difficult,Better Salary,Male,25,India,Bachelors,Other (Please Specify):Indian
62a6bc6a18134ddc75d2a726,Other (Please Specify):Analytics Engineer,No,106k-125k,Tech,Other:SQL,6,5,4,4,3,4,Easy,Better Salary,Male,24,United States,Masters,American Indian or Alaska Native
62a6c3d9cec54911e9ce7669,Data Analyst,Yes,41k-65k,Other (Please Specify):Nonprofit,Python,5,10,7,7,4,8,Easy,Better Salary,Male,31,United States,Bachelors,Black or African American
62a6d037cec54911e9ce862a,Data Engineer,No,0-40k,Real Estate,Python,3,3,8,9,5,3,Easy,Better Salary,Male,23,United Kingdom,Bachelors,Other (Please Specify):arab
62a6d2532e54c9003e575d9c,Data Analyst,No,41k-65k,Other (Please Specify):Police / Emergency Services,Other:DAX,1,4,4,1,1,4,Easy,Good Culture,Female,48,United Kingdom,Masters,White or Caucasian
62a6dbcad8c00e9f541e1050,Data Analyst,Yes,66k-85k,Healthcare,Python,6,9,8,8,8,7,Neither easy nor difficult,Better Salary,Male,28,United States,Bachelors,Black or African American
62a6e2815d257a28a311c8f9,Data Analyst,Yes,41k-65k,Other (Please Specify):Retail,Python,5,7,7,7,7,7,Difficult,Better Salary,Male,32,United Kingdom,Masters,Hispanic or Latino
62a6ea03d8c00e9f541e3594,Data Scientist,Yes,41k-65k,Finance,Python,5,7,7,4,5,7,Neither easy nor difficult,Better Salary,Male,30,Other (Please Specify):Hong Kong,Bachelors,Asian or Asian American
62a7029ff8f7561645899bae,Data Analyst,Yes,0-40k,Other (Please Specify):Insurance,Python,5,5,7,7,7,8,Neither easy nor difficult,Good Work/Life Balance,Male,32,Other (Please Specify):TUNISIA,Masters,White or Caucasian
62a7047c24a26260273c9646,Data Analyst,Yes,0-40k,Tech,Python,0,3,0,1,0,0,Easy,Good Culture,Female,30,Other (Please Specify):Sri lanka,Masters,Other (Please Specify):Asian
62a70b55cec54911e9cedd98,Data Analyst,Yes,0-40k,Other (Please Specify):Manufacturing,Python,4,2,5,2,4,4,Neither easy nor difficult,Good Work/Life Balance,Female,35,Other (Please Specify):Spain,Masters,White or Caucasian
62a71930bae91e4b8b878b2b,Student/Looking/None,Yes,0-40k,Tech,R,,,,,,10,Easy,Remote Work,Female,38,United Kingdom,Masters,Black or African American
62a73a37f8d5efcc22fcb724,Other (Please Specify):Account manager,Yes,66k-85k,Other (Please Specify):Consumer retail,Python,6,6,7,7,6,7,Easy,Good Culture,Female,30,United States,Masters,Asian or Asian American
62a73aa824a26260273d0172,Data Analyst,Yes,41k-65k,Tech,Python,3,3,5,4,4,4,Neither easy nor difficult,Better Salary,Male,48,United States,Bachelors,White or Caucasian
62a73c5b0a77c1a77f6aba65,Data Analyst,Yes,66k-85k,Finance,Other:SAS SQL,5,8,5,5,5,4,Easy,Remote Work,Male,32,Canada,Masters,Asian or Asian American
62a749ebd8c00e9f541efa36,Other (Please Specify):Incident Manager,Yes,41k-65k,Telecommunication,Python,4,5,4,5,5,6,Difficult,Good Work/Life Balance,Male,27,India,Bachelors,American Indian or Alaska Native
62a74e28b4da29969c681108,Other (Please Specify):Product owner,No,41k-65k,Tech,Python,7,9,5,6,6,7,Easy,Other (Please Specify):The work,Male,27,United Kingdom,Masters,White or Caucasian
62a758185d257a28a312bc94,Student/Looking/None,No,0-40k,Finance,Python,8,7,6,7,8,10,Neither easy nor difficult,Remote Work,Male,24,Other (Please Specify):Kenua,Bachelors,Other (Please Specify):African
62a75a5418134ddc75d3d2f1,Data Scientist,Yes,150k-225k,Finance,R,9,9,9,9,8,8,Difficult,Better Salary,Male,42,United States,PhD,Asian or Asian American
62a75ed0f8f75616458a5d1a,Other (Please Specify):Business Analyst,No,41k-65k,Tech,Python,8,6,6,8,7,8,Neither easy nor difficult,Better Salary,Male,24,United States,Bachelors,Hispanic or Latino
62a75f1b575fa3a5ae8e0010,Database Developer,Yes,0-40k,Tech,Python,5,9,7,7,6,9,Easy,Better Salary,Male,23,India,Bachelors,Asian or Asian American
62a764ffd8c00e9f541f3cc3,Data Analyst,No,0-40k,Tech,Python,7,9,8,8,4,2,Neither easy nor difficult,Better Salary,Male,26,India,Bachelors,Asian or Asian American
62a76c962e54c9003e588661,Data Analyst,No,41k-65k,Other (Please Specify):Home and living,Other:SQL,5,6,6,2,2,3,Neither easy nor difficult,Better Salary,Male,32,Other (Please Specify):Germany,Bachelors,Black or African American
62a772da575fa3a5ae8e2a4a,Other (Please Specify):Presales Engineer ,No,0-40k,Telecommunication,Python,4,3,2,0,0,0,Neither easy nor difficult,Good Work/Life Balance,Male,35,Other (Please Specify):Argentina ,Bachelors,White or Caucasian
62a7738a2e54c9003e589598,Data Analyst,Yes,106k-125k,Healthcare,Python,4,3,4,2,2,2,Easy,Good Work/Life Balance,Male,41,United States,High School,White or Caucasian
62a77967f8d5efcc22fd4c81,Other (Please Specify):Predictive Analyst,No,41k-65k,Education,Python,4,9,8,8,6,7,Neither easy nor difficult,Better Salary,Male,25,United States,Masters,White or Caucasian
62a77a37f8d5efcc22fd4e47,Data Analyst,Yes,0-40k,Construction,Python,0,0,0,0,0,0,Very Difficult,Better Salary,Female,28,United States,Masters,Asian or Asian American
62a77cb7b4da29969c68743a,Data Analyst,Yes,41k-65k,Agriculture,Python,3,6,5,5,5,6,Neither easy nor difficult,Better Salary,Male,29,United States,Bachelors,White or Caucasian
62a78743f8f75616458ab6bb,Student/Looking/None,No,0-40k,Telecommunication,Python,8,10,6,7,8,8,Neither easy nor difficult,Better Salary,Male,19,United States,High School,White or Caucasian
62a789015d257a28a3132977,Data Analyst,Yes,41k-65k,Other (Please Specify):Insurance ,Python,5,6,9,6,7,10,Neither easy nor difficult,Better Salary,Male,27,India,Bachelors,Asian or Asian American
62a78f3bf408bae018f2ef51,Student/Looking/None,Yes,0-40k,Finance,Python,8,9,9,7,8,8,Neither easy nor difficult,Better Salary,Male,25,Other (Please Specify),Bachelors,White or Caucasian
62a7988bbae91e4b8b88b8ee,Data Analyst,Yes,41k-65k,Other (Please Specify):Non Profit Organization,Python,6,10,10,10,10,8,Difficult,Better Salary,Female,26,Canada,Masters,Asian or Asian American
62a79c9c2e54c9003e58f0d5,Data Analyst,Yes,0-40k,Healthcare,Python,3,4,5,5,4,5,Difficult,Good Work/Life Balance,Male,25,Other (Please Specify):Spain,Bachelors,White or Caucasian
62a7b0ae0f8c8599d5b51cd0,Data Analyst,Yes,0-40k,Other (Please Specify):Manufacturing,Python,6,6,9,9,10,10,Neither easy nor difficult,Remote Work,Male,25,Other (Please Specify):Portugal,Bachelors,White or Caucasian
62a7b283f8d5efcc22fdc189,Data Analyst,Yes,0-40k,Healthcare,R,2,3,4,3,3,5,Neither easy nor difficult,Good Work/Life Balance,Male,26,Other (Please Specify):Liberia,Bachelors,Black or African American
62a7b296f8d5efcc22fdc1ef,Data Analyst,Yes,125k-150k,Education,Python,8,8,7,6,7,9,Neither easy nor difficult,Good Culture,Male,35,United States,Bachelors,White or Caucasian
62a7bd0e5d257a28a313855c,Data Analyst,Yes,86k-105k,Other (Please Specify):Retail,Python,6,7,7,6,7,6,Difficult,Remote Work,Male,29,United States,Masters,Black or African American
62a7be5e5d257a28a313876a,Data Analyst,Yes,86k-105k,Tech,Python,7,6,5,4,3,6,Neither easy nor difficult,Better Salary,Female,41,United States,Associates,Hispanic or Latino
62a7ce44575fa3a5ae8ece5f,Student/Looking/None,No,0-40k,Education,Python,0,6,4,5,2,4,Very Difficult,Remote Work,Female,22,United States,Bachelors,Hispanic or Latino
62a7e1380f8c8599d5b55fcf,Data Analyst,Yes,66k-85k,Healthcare,Other:None,2,6,6,4,3,3,Difficult,Better Salary,Male,35,United States,Bachelors,Hispanic or Latino
62a7e2d024a26260273e4448,Data Analyst,Yes,66k-85k,Finance,Python,4,3,4,4,4,6,Very Difficult,Better Salary,Male,30,Other (Please Specify):SG,Bachelors,Asian or Asian American
62a7ed9c0f8c8599d5b57132,Data Engineer,No,150k-225k,Real Estate,Python,4,6,3,2,3,3,Neither easy nor difficult,Good Culture,Male,37,Canada,Bachelors,Asian or Asian American
62a7f09a0f8c8599d5b57526,Data Analyst,Yes,66k-85k,Other (Please Specify):Air transpo,Python,6,7,7,5,5,9,Difficult,Better Salary,Female,28,United States,Masters,Black or African American
62a7fb02f8d5efcc22fe2486,Data Analyst,No,86k-105k,Real Estate,Python,7,5,6,6,4,6,Neither easy nor difficult,Good Culture,Male,23,United States,High School,White or Caucasian
